behavior_id	feature_id	expectation	modes	platforms	level	evidence
settings-reference-thread-screen	settings	スレッド設定は全般／画面表示／抽出する閾値の3カテゴリと16項目だけを参照順・値域・raw保存値で表示し、あぷ小は表示するを初期値にし、画像NGしきい値を混入させない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#threadSettingsMatchTheFinalApkGroupsDefaultsAndStoredValues;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadDisplayOptionsMatchReferenceActivityPersistRawValuesAndReturnDirectly;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCompatibilityProfileReachesForeground
settings-reference-direct-child-back	settings	Catalog／Thread／Viewerから表示オプションを直接開いた場合は専用設定ActivityのBackで呼出画面へ直帰し、設定rootから入った子画面だけrootへ戻る	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#directlyOpenedSettingsChildFinishesBackToItsActualCaller;shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#settingsChildBackReturnsToSettingsRoot_beforeReturningToCaller;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadDisplayOptionsMatchReferenceActivityPersistRawValuesAndReturnDirectly;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCompatibilityProfileReachesForeground
settings-reference-control-screen	settings	old.apk／1.apkの操作設定は5カテゴリ9項目を参照順で保ち、4つのListPreferenceを参照raw値で永続化・実行し、現行追加項目は独立した拡張カテゴリへ分離する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#controlSettingsKeepTheFinalApkRowsAndRawValuesAheadOfIsolatedExtensions;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#controlSettingsMatchReferenceRowsPersistRawValuesAndIsolateExtensions;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#selectorUpdateCheckUsesAllTabProbeInsteadOfReloadingCatalog;iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCompatibilityControlSettingsMatchReferenceRowsAndPersist
settings-reference-image-search-description	settings	類似画像検索設定は1.apkと同じFile方式とURL方式の対象・落ちスレ制限を利用者に説明する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#imageSearchExplainsTheReferenceFileAndUrlModes
settings-reference-removable-cache	settings	外部SDキャッシュは1.apkと同じく実際の装着状態を判定し、利用不可時は選択値を保存しない	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#removableCacheChoiceShowsUnavailableWithoutPretendingItCanBeSelected
posting-reference-mail-presets	posting	スレ立てはID表示／IP表示／sage、返信はsageだけを表示し、小文字コマンド値でメール欄全体を置き換える。リセットはスレ立て内容を空にし返信では開始時下書きを戻す	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/ui/compat/CompatMailPresetTest.kt#buildShowsIdIpAndSageWhileReplyShowsOnlySage;shared/src/commonTest/kotlin/ui/compat/CompatMailPresetTest.kt#replyFormKeepsAllThreeMailPresetsFunctional;shared/src/commonTest/kotlin/ui/compat/CompatMailPresetTest.kt#buildFormPreservesLegacyPresetReplacement;shared/src/commonTest/kotlin/ui/compat/CompatMailPresetTest.kt#resetClearsBuildContentButRestoresTheOpeningReplyDraft
thread-reference-ng-extraction-actions	thread-interaction	NG抽出結果は1.apkと同じくタップでDEL確認、長押しで本人削除へ分岐する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#ngExtractionUsesTheReferenceTapAndLongPressActions
settings-reference-toolbar-defaults	settings	Catalog・Thread・Viewer・Postの全コマンド順と初期表示状態をsampleのDB初期値へ一致させ旧キーを移行する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#toolbarMastersAndReconciliationPreserveLegacyCountsDefaultsAndUserOrder
settings-reference-toolbar-editor	settings	4種類のツールバー編集は60dp行・左20dp・30dpアイコン・50dpハンドルと下端の無効／有効40dpプレビューを使い変更を即時保存する	TOSHIAKI_COMPAT	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#allReferenceToolbarEditorsUseTwoBottomPreviewsAndPersistImmediately
settings-reference-toolbar-editor-ios	settings	iOSでもカタログの無効／有効2段プレビューを表示し変更直後に戻っても設定を失わない	TOSHIAKI_COMPAT	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCatalogToolbarEditorMatchesReferencePreviewsAndImmediateSave
settings-reference-post-overflow	settings	投稿ツールバーのその他は非表示コマンドがある時だけ表示し全項目有効なら消す	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#postToolbarOnlyShowsOverflowWhileACommandIsHidden
settings-reference-toolbar-refresh-target	settings	リロードは現在内容、更新の確認は開いている全スレを対象にし同一操作へ混同しない	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#toolbarMastersAndReconciliationPreserveLegacyCountsDefaultsAndUserOrder
settings-image-ng-phash	settings	画像NGの類似度は0〜16・初期値8と判定目安を示し、操作中は保存せず保存ボタンで確定する	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatImagePhashTest.kt#thresholdDefaultsAndGuideMatchTheReferenceImageNgDialog
settings-image-ng-metadata	settings	画像NGはサムネイル・メモ・登録日・適用範囲を表示編集しバックアップ後もメモを失わない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilityPreferenceValidationTest.kt#validatesNgRulePersistenceBoundaries;app-android/src/androidTest/java/com/valoser/futacha/CompatibilitySettingsBackupInstrumentedTest.kt#settingsBackupRoundTripIsBoundedAndTransactional
settings-image-ng-scope	settings	画像NGの「この板のみ」は同じ板の全スレへ適用し、旧版で誤保存したタブ単位ルールも読める	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityPreferenceValidationTest.kt#threadImageNgUsesBoardScopeAndReadsLegacyTabScopedRules
thread-image-ng-board-filter	thread-interaction	板単位の画像NGは同じ板のスレ本文とNG抽出の両方に適用し別板に混入しない	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#threadImageNgUsesBoardScopeInContentAndNgExtraction
settings-image-ng-progress	settings	カタログの画像NG判定中は処理済み件数と総件数を表示し完了後に消す	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatImagePhashTest.kt#thresholdDefaultsAndGuideMatchTheReferenceImageNgDialog
background-policy	background-refresh	無効・待機中・失敗時バックオフのスケジュールを決定する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/background/BackgroundRefreshSupportTest.kt#resolveBackgroundRefreshScheduleAction_handles_disabled_pending_and_backoff
background-platform	background-refresh	Android WorkerとiOS履歴更新が失敗・世代変更を安全に処理する	BOTH	BOTH	INTEGRATION	app-android/src/test/java/com/valoser/futacha/HistoryRefreshWorkerSupportTest.kt#shouldRetryBackgroundRefreshFailure_requiresRetriableErrorAndRemainingAttempts;shared/src/iosTest/kotlin/compat/IosExperienceProfileStoreTest.kt#compatibilityHistoryRefreshUpdatesPersistedTabsAndHistory
network-bounds	network-parser	切断を再試行しContent-Lengthなしの過大応答も拒否する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/network/HttpBoardApiTest.kt#fetchThread_recoversFromClosedConnectionWithoutManualReload;shared/src/commonTest/kotlin/network/HttpBoardApiTest.kt#boundedResponseReader_rejectsOversizedBodyWithoutContentLength
parser-thousand-thread	network-parser	1000レス級本文とHTML実体参照を欠落させず解析する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/parser/ThreadHtmlParserCoreTest.kt#parseThread_keepsAllMediaAcrossOneThousandReplies;shared/src/commonTest/kotlin/parser/HtmlEntityDecoderTest.kt#decodesNamedDecimalHexAndSupplementaryCodePointsTogether
navigation-back	platform-navigation	ドロワー操作中のBackと設定子画面Backを正しい所有者へ渡す	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#settingsChildBackReturnsToSettingsRoot_beforeReturningToCaller;shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#openingHostAlwaysClearsDrawerState
navigation-ios-edge-owner	platform-navigation	iOSとしあき仮のMain／Catalog／Thread左端スワイプはUIKit Backやモード切替に奪われずドロワーだけを開く	TOSHIAKI_COMPAT	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiLeftEdgeSwipeIsOwnedByDrawerWithoutBackOrProfileSwitch
navigation-deeplink	platform-navigation	Deep Linkを再生成後も保持し偽装ホストを拒否する	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/MainActivityDeepLinkLifecycleInstrumentedTest.kt#pendingThreadIntentSurvivesActivityStateRecreation;app-android/src/test/java/com/valoser/futacha/PendingPlatformDeepLinksTest.kt#deepLinkBoundaryRejectsLookalikeHostsAndOversizedPayloads
navigation-inline-thread-url	platform-navigation	としあき仮のレス中ふたばスレURLは登録板なら内部タブへ開き、未登録板は通知し、通常URLだけ外部へ渡す	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityInlineLinksTest.kt#futabaThreadLinksOpenInsideOnlyForRegisteredBoards;shared/src/commonTest/kotlin/compat/CompatibilityInlineLinksTest.kt#futabaLookalikeHostNeverRoutesInsideTheApp
navigation-inline-thread-url-android	platform-navigation	Androidとしあき仮でレス中の登録済みふたばスレURLをタップすると外部化せず既存タブへ切り替わる	TOSHIAKI_COMPAT	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#replyFutabaThreadUrlSwitchesToTheRegisteredThreadInsideCompatibilityMode
layout-insets	accessibility-layout	末尾項目と40dp下部操作をジェスチャー／3ボタンのシステムナビゲーション領域へ重ねない	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#boardListLastItemCanScrollAboveSystemNavigationBar;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogBottomBarClearsCurrentSystemNavigationMode;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#compatibilityThreadRendersLiteralAndNumericEmojiWithoutReplacement;app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#postSendUsesNonCancelableThemeLoadingDialogWhileRequestIsBlocked
layout-orientation	accessibility-layout	回転後もカタログとスレ操作を画面内でタップできる	TOSHIAKI_COMPAT	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiCompatibilityProfileWorksInLandscape
cookies-scope	cookies	Secure・domain・path・host-only条件に従ってCookieを送信する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/network/PersistentCookieStorageTest.kt#get_and_hasValidCookieFor_applySecureDomainPathAndPreferredNameFilters;shared/src/commonTest/kotlin/network/PersistentCookieStorageTest.kt#hostOnlyCookieIsNotSentToChildSubdomains
cookies-recovery	cookies	破損バックアップ復旧と個別・全削除を永続化する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/network/PersistentCookieStorageTest.kt#listCookies_restoresFromBackupWhenPrimaryFileIsCorrupted;shared/src/commonTest/kotlin/network/PersistentCookieStorageTest.kt#removeCookie_and_clearAll_updatePersistedStorage
archive-routing	archive	板・スレURLをアーカイブ候補へ正規化し不正入力を拒否する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/network/ArchiveSearchTest.kt#buildInqueuetArchiveThreadUrlFromUrl_requiresThreadPath;shared/src/commonTest/kotlin/network/ArchiveSearchTest.kt#archiveSearch_rejectsOversizedQueriesAndThreadIds
archive-fallback	archive	消滅スレをアーカイブで表示し一時障害を消滅扱いしない	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/compat/CompatThreadFetchTest.kt#goneLiveThreadCanStillBeViewedFromArchiveButIsMarkedGone;shared/src/commonTest/kotlin/ui/compat/CompatThreadFetchTest.kt#transientLiveFailureDoesNotMarkArchiveCopyAsGone
ai-command-safety	ai-actions	未知・過大・危険なAIコマンドを拒否し確認要否を保持する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ai/FutachaAiCommandTest.kt#oversizedDeepLinkIsRejectedBeforeParsing;shared/src/commonTest/kotlin/ai/FutachaAiCommandTest.kt#commandReceptionUsesActionSpecificConfirmationReason
ai-command-routing	ai-actions	画面操作コマンドを板・スレ・設定・保存先へ正しく配送する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/FutachaAiCommandRouterTest.kt#openThreadUrlResolvesBoardWithFutabaPhpUrl;shared/src/commonTest/kotlin/ui/FutachaAiCommandRouterTest.kt#openSavedThreadsSelectsSavedThreadsDestination
app-lock-password	app-lock	パスワードをsalt付きで検証し不正・短すぎる入力を拒否する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/state/AppLockPasswordSupportTest.kt#verifiesPasswordAgainstStoredHash;shared/src/commonTest/kotlin/state/AppLockPasswordSupportTest.kt#validatesMinimumPasswordLength
app-lock-lifecycle	app-lock	復帰時ロックと失敗回数待機を時刻異常でも破綻させない	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/FutachaAppLockSupportTest.kt#remainingLockoutTimeHandlesClockExtremesWithoutOverflow
billing-contract	billing	任意支援が機能アンロックを約束しない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/billing/SupportPurchaseTest.kt#knownStoreProductsUseTheSameNoFeatureUnlockContract
billing-store-flow	billing	商品取得・購入・キャンセル・復元・終了を実ストアで確認する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-BILLING
watch-protocol	watch	板・スレ・読み上げコマンドを安定した形式で同期する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/watch/WatchCommandProtocolTest.kt#readAloudCommands_serializeWithStableEnumNames;shared/src/commonTest/kotlin/watch/WatchCommandProtocolTest.kt#snapshotTransportShape_rejectsOversizedCollectionsAndInconsistentCounters
watch-device-flow	watch	PhoneとWatch間の通知・更新・読み上げ状態を実機で往復する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-WATCH
privacy-moderation	privacy-safety	通報・ブロック候補を本文から安全に生成し不正応答を除外する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ai/PostModerationSupportTest.kt#buildPostModerationSourceTextStripsUrlsAndQuoteOnlyLines;shared/src/commonTest/kotlin/ai/PostModerationSupportTest.kt#parsePostModerationResponseKeepsOnlyHideRows
privacy-ios-flow	privacy-safety	EULA同意前に投稿を表示せず通報・ブロックへ到達できる	FUTACHA	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testFirstLaunchRequiresUserGeneratedContentEulaAgreement;iosApp/iosAppUITests/IosAppUITests.swift#testIosReviewCanReportAndBlockFromPostMenu
telemetry-redaction	telemetry	本文・URL・例外メッセージを計測属性へ送らない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/analytics/AnalyticsContextTest.kt#textMetadataOnlyReportsCoarseStructure;shared/src/commonTest/kotlin/analytics/CrashReporterSupportTest.kt#sanitizedExceptionMessageOmitsOriginalMessageAndUrl
telemetry-disabled	telemetry	SDK無効・失敗時にもアプリ結果とキャンセルを変えない	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/analytics/AnalyticsSdkCallSupportTest.kt#sdkBoundaryDoesNotSwallowFatalErrors;shared/src/commonTest/kotlin/analytics/PerformanceTrackerTest.kt#measureSuspend_propagatesCancellation
startup-first-launch-ios	startup-profile	初回起動では同意前コンテンツを隠し、同意後に起動画面を一度表示する	FUTACHA	IOS	IOS_UI	iosApp/iosAppUITests/IosAppUITests.swift#testFirstLaunchRequiresUserGeneratedContentEulaAgreement
startup-entry-android	startup-profile	Androidの起動画面を表示し主要操作へ到達できる	FUTACHA	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/MainActivitySmokeTest.kt#launch_showsBoardManagementAndMenuActions
startup-restore-journal	startup-profile	中断したモード切替の復元を完了し要求された世代へ収束する	BOTH	IOS	INTEGRATION	shared/src/iosTest/kotlin/compat/IosExperienceProfileStoreTest.kt#recoveryCommitsInterruptedJournalToRequestedProfile
board-add-delete	board-management	板追加の検証・送信と削除を同じ永続化境界へ配送する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/board/BoardManagementScreenTest.kt#boardManagementBindingsSupport_dialogCallbacks_submitAndDelete
catalog-refetch	catalog	再取得の世代が一致する結果だけを反映し古い完了を無視する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/CatalogScreenSupportTest.kt#shouldApplyCatalogRequestResult_requiresActiveAndMatchingGeneration;shared/src/commonTest/kotlin/ui/board/CatalogScreenSupportTest.kt#shouldFinalizeCatalogRefresh_requiresMatchingJobAndGeneration
catalog-transform	catalog	並べ替え・検索・NG・監視を一つの表示変換で順序どおり適用する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/CatalogViewTransformerTest.kt#buildVisibleCatalogItems_appliesWatchWordsThenNgThenQuery;shared/src/commonTest/kotlin/ui/board/CatalogViewTransformerTest.kt#filterByQuery_matchesHiraganaAndKatakanaBothWays
catalog-display-switch	catalog	表示切替と列数の破損値を安全な表示設定へ戻す	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/state/AppStateSettingsSupportTest.kt#decodeCatalogDisplayStyleValue_fallsBackToGrid;shared/src/commonTest/kotlin/state/AppStateSettingsSupportTest.kt#decodeCatalogGridColumnsValue_clampsToSupportedRange
thread-new-initial-load	thread-loading	新規スレ初回取得は空キャッシュでも手動更新を要求しない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/compat/CompatThreadFetchTest.kt#coldOrEmptySnapshotAlwaysFetchesWithoutManualRefresh
thread-failure-offline	thread-loading	通信失敗時のオフライン復元は保存済み・インポート済み候補だけを使用する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#performThreadLoadWithOfflineFallback_usesArchiveAndOfflinePaths;shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#loadOfflineThreadPage_readsImportedHistoryRepositorySource
history-reply-diff	thread-history	レス差分を前世代と比較し同一スレ再表示時の重複防止を行う	TOSHIAKI_COMPAT	BOTH	UNIT	shared/src/commonTest/kotlin/compat/CompatibilityCatalogDiffTest.kt#replyDeltasCompareTheCurrentCatalogWithItsPreviousGeneration;shared/src/commonTest/kotlin/compat/CompatibilityCoreTest.kt#duplicateHistoryEntriesAreCollapsedBeforeDrawerRendering
posting-post-actions	posting	そうだね・DEL・本人削除を所定のURL、フォーム、Refererで送信する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/network/HttpBoardApiTest.kt#voteSaidane_acceptsNumericResponseBody;shared/src/commonTest/kotlin/network/HttpBoardApiTest.kt#requestDeletion_sendsExpectedFormParametersAndReferer;shared/src/commonTest/kotlin/network/HttpBoardApiTest.kt#deleteByUser_sendsCompatibleDeletionFormFields
posting-cookie-recovery	posting	Cookie復旧が必要な投稿失敗だけに再取得案内を表示する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/PostingFailureSupportTest.kt#cookieActionIsOfferedOnlyForExplicitCookieRecoveryFailures;shared/src/commonTest/kotlin/network/HttpBoardApiSupportTest.kt#postResponseHelpers_detectCookieResetRecoveryRequirement
posting-posttime-estimated-wait	posting	posttime基準の1時間推定は維持し、推定中と経過後の双方でサーバー原文を保持してCookie削除ループへ誘導しない	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/repo/DefaultBoardRepositoryTest.kt#defaultBoardRepositoryExecutionSupport_preservesIpRestrictionAndAppendsEstimatedWaitFromPosttime;shared/src/commonTest/kotlin/repo/DefaultBoardRepositoryTest.kt#defaultBoardRepositoryExecutionSupport_preservesServerErrorAfterEstimatedWaitWithoutCookieDeletionGuidance;shared/src/commonTest/kotlin/ui/board/PostingFailureSupportTest.kt#inferredWaitAndElapsedWaitMessagesDoNotOfferCookieDeletionAction
media-formats	media	GIF・WebP・APNGを静止画像系として認識し動画と一意に分類する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/media/FutabaMediaSupportTest.kt#everySharedImageAndVideoExtensionHasOneStableClassification
media-video-bounds	media	動画URL判定と取得制限は拡張子・MIME・応答長を組み合わせて安全に処理する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/media/FutabaMediaSupportTest.kt#extensionWinsOverMisleadingMimeAndMimeHandlesExtensionlessUrls;shared/src/commonTest/kotlin/network/HttpBoardApiTest.kt#boundedResponseReader_rejectsOversizedBodyWithoutContentLength
gallery-zoom	gallery-viewer	Viewerの拡大縮小中はパンがページ移動とDismissへ漏れない	BOTH	ANDROID	ANDROID_UI	app-android/src/androidTest/java/com/valoser/futacha/CompatViewerGestureInstrumentedTest.kt#pinchZoomOwnsPanAndPreventsPagerOrDismissUntilReset
gallery-video-device	gallery-viewer	動画再生はMP4とWebMで再生・バッファリング・失敗表示・復帰を実機確認する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-MEDIA-PLAYBACK
saving-thread	saving	スレ保存は本文・メタデータ・画像・動画のローカル参照を一貫して生成する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/service/ThreadSaveServiceTest.kt#saveThread_writesMetadataAndRawHtmlWithRewrittenPaths
saving-single-media	saving	単体メディア保存は画像と動画を選択保存先へ書き込み過大応答を拒否する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/service/SingleMediaSaveServiceTest.kt#saveMedia_savesImageUnderPreviewMediaDirectory_forPathStorage;shared/src/commonTest/kotlin/service/SingleMediaSaveServiceTest.kt#saveMedia_usesContentTypeFallbackAndTreeUriStorage_forVideos;shared/src/commonTest/kotlin/service/SingleMediaSaveServiceTest.kt#saveMedia_failsWhenContentLengthExceedsLimit
saving-auto	saving	自動保存は抑止条件と時刻境界を確認して完了状態を履歴へ反映する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#threadAutoSaveAvailability_prioritizes_blocking_conditions;shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#threadAutoSaveCompletionState_updatesTimestampAndCarriesFailure
tts-format-url	tts	両モードの本文整形ではURL除外・引用のみ・削除通知を読み上げ対象から除く	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#buildReadAloudSegments_skipsDeletedQuotesUrlsAndDeletionNotices;shared/src/commonTest/kotlin/ui/compat/CompatReadAloudBatchSupportTest.kt#urlsAndReferenceSystemNoticesAreExcludedPerPost
tts-lifecycle	tts	開始・一時停止・停止・再開を実音声と画面遷移を含めて確認する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-TTS-AUDIO
tts-continuous-update	tts	連続更新後も読み上げ位置を失わず完了後の次回開始位置を先頭へ戻す	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/compat/CompatReadAloudBatchSupportTest.kt#completedCursorRestartsFromFirstPostOnNextInvocation;shared/src/commonTest/kotlin/ui/board/ThreadScreenLoadLogicTest.kt#findFirstVisibleReadAloudSegmentIndex_returnsNearestVisibleSegment
theme-all-branches	theme	全テーマの明暗分岐とシステムバーのコントラストを独立して固定する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/ui/theme/FutachaThemeContractTest.kt#everyPaletteHasIndependentLightAndDarkColorContracts;shared/src/commonTest/kotlin/ui/theme/FutachaThemeContractTest.kt#nonBlackLightThemesUseDarkSystemBarIconsOnlyInLightMode
theme-screen-inheritance	theme	画面間の色継承を板・カタログ・スレ・設定・ドロワーで実機比較する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-THEME-VISUAL
settings-values-persistence	settings	全設定値のデコードと永続化は破損値を既定値へ戻し書込失敗時にロールバックする	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/state/AppStateSettingsSupportTest.kt#menuConfigDecoders_fallBackToDefaultsWhenInputIsMissingOrInvalid;shared/src/commonTest/kotlin/state/AppStateStoreTest.kt#preferenceSetters_preservePreviousValuesWhenPersistenceFails
settings-immediate	settings	即時反映する設定変更は表示状態と永続値を同一操作で更新する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/ui/board/CatalogScreenSupportTest.kt#catalogDialogBindingsSupport_modeAndDisplayCallbacks_updateVisibilityAndState;shared/src/commonTest/kotlin/state/AppStatePreferenceOperationsSupportTest.kt#setNgWords_persistsEncodedWordsToStorage
settings-restore-backup	settings	旧版復元とバックアップは一般設定・NG・監視語を別領域として往復する	TOSHIAKI_COMPAT	BOTH	INTEGRATION	shared/src/commonTest/kotlin/compat/CompatibilitySettingsBackupTest.kt#settingsAndWordBackupsArePhysicallySeparate;shared/src/commonTest/kotlin/compat/CompatibilitySettingsBackupTest.kt#filteringAnOldCombinedFileCannotLeakGeneralSettingsIntoWordRestore
background-watch-worker	background-refresh	監視更新とAndroid WorkManagerは重複実行を避け再試行可能な失敗だけを再登録する	BOTH	ANDROID	INTEGRATION	shared/src/commonTest/kotlin/service/CatalogWatchAlertRefresherTest.kt#refresh_deduplicatesMatchesWithinRunOnly;app-android/src/test/java/com/valoser/futacha/HistoryRefreshWorkerSupportTest.kt#shouldRetryBackgroundRefreshFailure_requiresRetriableErrorAndRemainingAttempts
background-ios-task	background-refresh	iOS BGTaskは軽量生存確認・キャンセル・履歴更新を世代境界内で実行する	BOTH	IOS	INTEGRATION	shared/src/iosTest/kotlin/compat/IosExperienceProfileStoreTest.kt#backgroundExistenceCheckUsesLightweightProbeAndPropagatesCancellation;shared/src/iosTest/kotlin/compat/IosExperienceProfileStoreTest.kt#compatibilityHistoryRefreshUpdatesPersistedTabsAndHistory
network-url-cookie	network-parser	URL正規化とCookieのdomain・path・Secure条件を送信前に適用する	BOTH	BOTH	UNIT	shared/src/commonTest/kotlin/network/BoardUrlResolverTest.kt#resolveThreadUrl_normalizesBoardBaseAndRejectsUnsafeThreadId;shared/src/commonTest/kotlin/network/PersistentCookieStorageTest.kt#get_and_hasValidCookieFor_applySecureDomainPathAndPreferredNameFilters
network-size-parser	network-parser	サイズ上限を応答ヘッダーなしでも適用しHTML解析は1000レス級メディアを保持する	BOTH	BOTH	INTEGRATION	shared/src/commonTest/kotlin/network/HttpBoardApiTest.kt#boundedResponseReader_rejectsOversizedBodyWithoutContentLength;shared/src/commonTest/kotlin/parser/ThreadHtmlParserCoreTest.kt#parseThread_keepsAllMediaAcrossOneThousandReplies
navigation-external-app	platform-navigation	外部アプリへのカタログ・スレURL受渡しと失敗時復帰を実機確認する	BOTH	BOTH	DEVICE	PRIVATE_DEVICE_EVIDENCE#DEVICE-EXTERNAL-APP
